Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,June Zehetmayr t/a Tower Hill Residential Home,508.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,533.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Waverley Care Centre Limited,629.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Waverley Care Centre Limited,574,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Waverley Care Centre Limited,576.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Waverley Care Centre Limited,672.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01-May-18,218419,Waverley Care Centre Limited,514.18,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,01-May-18,239052,The Cedars Care Services Limited t/a The Willows,1253.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,01-May-18,319010,Ceri Williams t/a Mobile Tyre Services,1559.87,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01-May-18,323200,Bridgend County Borough Council,58571.67,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01-May-18,333013,Ace Site Services (UK) Limited,575,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01-May-18,333013,Ace Site Services (UK) Limited,850,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,01-May-18,352730,Hexion UK Limited,11890.58,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365786,New Adventure Travel Limited,22795.14,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365786,New Adventure Travel Limited,22801.73,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365790,Nigel Martlew t/a Caring Coaches,3929.2,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365795,Nigel Martlew t/a Caring Coaches,1680.8,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365796,New Adventure Travel Limited,14465,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Merricks Private Transport Contractors Limited,13827,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Merricks Private Transport Contractors Limited,8744,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Peter Harris,693,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Rhys VJ Morgan t/a Windsor Cars,979,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Rhys VJ Morgan t/a Windsor Cars,520,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01-May-18,365803,Wayne Davies t/a Denway Travel,500,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,01-May-18,403206,University of the West of England,1750,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,01-May-18,403206,University of the West of England,-3497,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-18,422003,Corona Energy Retail 4 Limited,1560,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-18,422003,Corona Energy Retail 4 Limited,1612,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-18,422003,Corona Energy Retail 4 Limited,1456,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01-May-18,422003,Corona Energy Retail 4 Limited,1612,Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,01-May-18,810114,AECOM Limited,3402.96,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,01-May-18,834255,Welsh Government,92137.5,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,Community Sports Management Limited t/a Sports Xtra,3365,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,Llandaff Diocesan Board of Finance,1406.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,PGL Travel Limited,4860,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,Rhondda Cynon Taff County Borough Council,725,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,Celtic Teachers Limited,910,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101145,Celtic Teachers Limited,864.1,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02-May-18,101233,eBuyer UK Limited,2746.84,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02-May-18,103095,New Directions (Education) Limited,667.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02-May-18,103202,Valley Education Services Limited,1017.3,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02-May-18,103412,Apollo Teaching Services Limited,520,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02-May-18,103412,New Directions (Education) Limited,532,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,02-May-18,130512,Watts Coaches Limited,1235,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,215489,Cherish Cymru Limited,617.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,215489,Cherish Cymru Limited,603.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,215489,Cherish Cymru Limited,535.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,215489,Cherish Cymru Limited,538.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,215489,Cherish Cymru Limited,533.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,216071,Online Ergonomics Limited,556.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,216179,Freeways Trust,2992,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Beechwood Court Limited T/A Beechwood College,2140.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Coleg Elidyr,26845.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Glasallt Fawr Camphill Centre,10061.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Glasallt Fawr Camphill Centre,12286.03,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Glasallt Fawr Camphill Centre,20871.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Glasallt Fawr Camphill Centre,12277.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-May-18,217909,Inspiration Lifestyle Services Limited T/A Ceriosen Bren Care Home,7528.3,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-May-18,260150,Sanctuary Personnel Limited,1276.5,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-May-18,260150,Sanctuary Personnel Limited,1276.5,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-May-18,260210,Helena Jones,567,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-May-18,260210,Helena Jones,864,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-May-18,260210,Helena Jones,648,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,300640,Aligned Assets Limited,1142,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,323685,Capita Property and Infrastructure Limited,3869.94,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,323686,Hays Specialist Recruitment Limited,640.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,325069,Glory Global Solutions (International) Limited,1675,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,325202,Glory Global Solutions (International) Limited,1675,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,325340,Garth Plant Hire Limited,1106.25,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,325342,Garth Plant Hire Limited,1353,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02-May-18,325790,Calibre Contracting Limited,854,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02-May-18,333550,British Soil (Western) Limited,650,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,02-May-18,350740,Mount Events Barry Limited,725,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,02-May-18,352730,Hexion UK Limited,4546.92,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,02-May-18,365761,Blaenau Gwent County Borough Council,500,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365769,Wayne Davies t/a Denway Travel,935,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365784,Rhondda Cynon Taff County Borough Council,1430,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365786,New Adventure Travel Limited,-22795.14,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Merricks Private Transport Contractors Limited,836,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Merricks Private Transport Contractors Limited,638,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,New Adventure Travel Limited,3696.66,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Parrott Motors Limited,770,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Parrott Motors Limited,935,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Paula Smith t/a Smiths Travel,1210,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Simon Lewis t/a Cowbridge and Vale Cars,660,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365789,Simon Lewis t/a Cowbridge and Vale Cars,715,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Apollo Minibus & Coach Hire Limited,924,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Merricks Private Transport Contractors Limited,968,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Parrott Motors Limited,869,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Parrott Motors Limited,825,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Parrott Motors Limited,935,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Parrott Motors Limited,715,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Paula Smith t/a Smiths Travel,825,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365790,Simon Lewis t/a Cowbridge and Vale Cars,550,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365794,New Adventure Travel Limited,1385.34,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365803,Tasmim Limited,1078,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365803,Travellink Solutions Limited,724.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365803,Andrew Maker,770,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365803,Gary P Shaw t/a GP Shaw Taxis,1774,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02-May-18,365902,Keltic Limited,1154.35,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Interlet Residential Limited,650,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Knights Lettings Limited T/A Knights Estate Agents,635,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Knights Lettings Limited T/A Knights Estate Agents,675,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Knights Lettings Limited T/A Knights Estate Agents,750,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Ian & Jackie Rogers,675,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-May-18,405113,Sharon Metson,650,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,02-May-18,407118,James Andrews Recruitment Solutions Limited,1175,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,02-May-18,407118,James Andrews Recruitment Solutions Limited,1175,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,02-May-18,407118,James Andrews Recruitment Solutions Limited,1175,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,02-May-18,407119,Hays Specialist Recruitment Limited,949.26,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,02-May-18,407119,Hays Specialist Recruitment Limited,1116.4,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02-May-18,422160,Hays Specialist Recruitment Limited,739.51,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL ENGINEER,02-May-18,831216,Alpine Land Surveyors Limited,600,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02-May-18,831530,G.P.H.I.T (Integrated Services) Limited,19819.12,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,02-May-18,834231,D T Williams & Son,9850,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,02-May-18,834231,Savills (UK) Limited,-1838.4,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02-May-18,837150,Rhondda Cynon Taff County Borough Council,968.5,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02-May-18,842177,Securus Property Compliance Limited,3990,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,02-May-18,845003,GKR Maintenance & Building Co. Limited,4625.28,Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,02-May-18,845003,Steddy Limited,3864.43,Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,02-May-18,852513,BECT Building Contractors Limited,45084.87,Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,02-May-18,852513,John Weaver (Contractors) Limited,77276.02,Capital
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03-May-18,100114,GL Education Group Limited,13158.22,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,3P Learning Limited,1506.96,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,EDF Energy Plc,707.42,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Pearson Education Limited,1467,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,RDT Office Solutions Group Limited,1400,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,The Assessment Foundation CIC,966,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,The Learning Partnership (Wales) Limited,795,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Eastern Shires Purchasing Organisation,552.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Amanda Lane,1125,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Michael Harvey,783.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Valley Education Services Limited,965.08,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Valley Education Services Limited,987.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101005,Valley Education Services Limited,567.56,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101025,Academics Limited,689.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101025,Academics Limited,669.1,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101025,ACT Outdoors Limited,4125,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101025,One Team Logic Limited,760,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101095,ParentPay Limited,519.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101134,The Assessment Foundation CIC,510,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,Flogas Britain Limited,1258.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,iTeach Limited,2750,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,Schoop Limited,504.45,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,The Learning Partnership (Wales) Limited,590,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,Katherine Smith t/a Vale Languages,616,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,101145,Celtic Teachers Limited,1080,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-May-18,102636,eBuyer UK Limited,3208.04,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03-May-18,103412,Apollo Teaching Services Limited,520,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03-May-18,103412,New Directions (Education) Limited,665,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,104381,Llandaff Diocesan Board of Finance,1219.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-May-18,104381,Apollo Teaching Services Limited,586.5,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03-May-18,140122,Data Interchange PLC (DINET),1137,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,212781,Castell Howell Foods Limited,521.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Annwyl Limited t/a Bluebird Care,673.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Annwyl Limited t/a Bluebird Care,655.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Annwyl Limited t/a Bluebird Care,732.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Annwyl Limited t/a Bluebird Care,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Cherish Cymru Limited,617.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Cherish Cymru Limited,603.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Cherish Cymru Limited,538.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Cherish Cymru Limited,533.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,621.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,589.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,635.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,621.63,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,538.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,555.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,507.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,564.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,569.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Nestor Primecare Services Limited t/a Allied Healthcare,514.03,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,694.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,662.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,627.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,588.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,669.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,216179,Nestor Primecare Services Limited t/a Allied Healthcare,787.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,216179,Nestor Primecare Services Limited t/a Allied Healthcare,699.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-May-18,218419,Annwyl Limited t/a Bluebird Care,625.01,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,03-May-18,319010,Scarab Sweepers Limited,5577.66,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,03-May-18,319010,Ted Hopkins Limited,645.64,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,03-May-18,319010,Paul R Curtis t/a PRC Plant Cleaning,600,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,03-May-18,319010,Paul R Curtis t/a PRC Plant Cleaning,600,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-May-18,333011,Touchline Marking Systems Limited,5280,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03-May-18,333011,Touchline Marking Systems Limited,6250,Revenue
