Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,09-Apr-18,359750,Kingfisher Media Limited,2600,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,09-Apr-18,400043,11kbw Limited,550,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,09-Apr-18,400050,Glamorgan Gem Limited,507,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,09-Apr-18,400063,Sky UK Limited,2314,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,09-Apr-18,403206,Bond Solon Training Limited,16000,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,09-Apr-18,407100,Lyreco UK Limited,711.03,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-Apr-18,420212,11kbw Limited,550,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-Apr-18,420212,Capita Business Services Limited,1840,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-Apr-18,420212,Trinity Mirror Publishing Limited,1934.93,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-Apr-18,421230,Fujitsu Services Limited,6111.32,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,09-Apr-18,842169,Ingram Evans Care Limited,600,Capital
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Apr-18,215489,Cardiff & Vale University Local Health Board,9522.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Apr-18,215489,Cardiff & Vale University Local Health Board,1690.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Apr-18,217909,Cardiff & Vale University Local Health Board,11646.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Apr-18,218419,Cardiff & Vale University Local Health Board,13009.23,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,09-Apr-18,403211,Bridgend County Borough Council,3956.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Apr-18,218321,John Vincent O'Connell,1348.5,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,09-Apr-18,359457,Jason Barker t/a Elemental Force,3000,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Apr-18,102593,The National Autistic Society,-1350,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,09-Apr-18,403214,Chartered Institute of Environmental Health Wales Directorate,750,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,09-Apr-18,403215,Chartered Institute of Environmental Health Wales Directorate,750,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cherish Cymru Limited,665.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cherish Cymru Limited,664.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cherish Cymru Limited,508.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cherish Cymru Limited,590.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cherish Cymru Limited,587.98,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,10-Apr-18,100130,Partnerships In Care Limited T/A Care First,570,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,-1055.34,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,1008.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,-526.25,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,502.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,-572.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,547.01,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,-604.83,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,577.86,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,-672.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101007,EDF Energy Plc,642.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101025,EDF Energy Plc,845.41,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101195,EDF Energy Plc,977.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101202,Konica Minolta Business Solutions Limited,878.94,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101202,Legacy Leisure Limited,2970,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101308,EDF Energy Plc,1252.25,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101315,EDF Energy Plc,958.38,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101315,EDF Energy Plc,-834.49,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101315,EDF Energy Plc,857.4,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-Apr-18,102636,Associated Community Training Limited,18000,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-Apr-18,102636,Associated Community Training Limited,7700,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-Apr-18,102636,Merricks Private Transport Contractors Limited,3226,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-Apr-18,102801,Pivotal Education Limited,26650,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,103412,Supply Desk Limited,680,Revenue
DIRECT LEARNING AND SKILLS,CATERING,10-Apr-18,150401,Brake Bros Limited,567.66,Revenue
DIRECT LEARNING AND SKILLS,CATERING,10-Apr-18,150401,Castell Howell Foods Limited,1657.62,Revenue
DIRECT LEARNING AND SKILLS,CATERING,10-Apr-18,150671,The Real Wrap Co. Limited,796.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,212741,EDF Energy Plc,909.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,212781,EDF Energy Plc,850.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,212791,EDF Energy Plc,993.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Cartref Limited,565,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Consensus Support Services Limited t/a Ty Machen,2163.85,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,10-Apr-18,239043,Jane Moore Associates Limited,5435.2,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,10-Apr-18,239043,Practice Solutions Limited,5066,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,10-Apr-18,239101,Computacenter (UK) Limited,1667.18,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10-Apr-18,260180,ABL Training and Consultancy Limited,650.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,300645,EDF Energy Plc,62163,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,300645,EDF Energy Plc,-66824.72,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,300645,EDF Energy Plc,66824.72,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,10-Apr-18,319010,C & K Supplies (UK) Limited,539.79,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,10-Apr-18,319010,C & K Supplies (UK) Limited,868.32,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325097,G.P.H.I.T (Integrated Services) Limited,1560,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325097,Neal Soil Suppliers Limited,4566,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325097,Neal Soil Suppliers Limited,1432,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325097,Neal Soil Suppliers Limited,4010,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325207,Consortio Security Limited,3218.88,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325810,Compass Minerals UK Limited,1215.85,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325851,Rennicks (UK) Limited,1864.24,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,325892,Centregreat Limited,4346.31,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,341260,EDF Energy Plc,4919.06,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,10-Apr-18,352718,EDF Energy Plc,920.03,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,10-Apr-18,359750,Solar Sunshades Limited,1116.78,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,10-Apr-18,365786,Easyway Minicoach Hire Limited,5589.62,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,10-Apr-18,400063,British Telecommunications Plc,22116.37,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,10-Apr-18,402421,EDF Energy Plc,531.07,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,10-Apr-18,403214,Computacenter (UK) Limited,833.59,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,10-Apr-18,403215,Computacenter (UK) Limited,833.59,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,10-Apr-18,407100,Northgate Public Services (UK) Limited,41258.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,10-Apr-18,407111,LCB Construction Limited,11675.51,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,10-Apr-18,407118,Integral Geotechnique (Wales) Limited,600,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,420212,Capita Business Services Limited,10631,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,420212,Capita Business Services Limited,68513.05,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,422100,EDF Energy Plc,7845.18,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,422130,EDF Energy Plc,9297.72,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,422201,EDF Energy Plc,2975.46,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,10-Apr-18,831534,Capita Property and Infrastructure Limited,6118.6,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,10-Apr-18,842066,Heatforce (Wales) Limited,5379.42,Capital
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,100680,Neath & Port Talbot County Borough Council,2971.65,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,100926,Cardiff County Council,20000,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,10-Apr-18,239043,Rhondda Cynon Taff County Borough Council,7827.65,Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,10-Apr-18,810067,St Cyres Comprehensive School,25000,Capital
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,10-Apr-18,239043,Welsh Local Government Association,7500,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,10-Apr-18,471901,South Wales Fire and Rescue Service,500513,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101202,Valley Education Services Limited,610.38,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Apr-18,101202,Valley Education Services Limited,610.38,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,103006,Bay Resourcing Limited,632.5,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,103412,Apollo Teaching Services Limited,520,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,103412,Apollo Teaching Services Limited,520,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-Apr-18,103412,Prospero Recruitment Limited,685,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,10-Apr-18,323686,Hays Specialist Recruitment Limited,680.68,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,422160,Anderselite Limited,825,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Apr-18,422160,Anderselite Limited,662.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215486,Springbank Care Home Limited T/A Springbank Nursing Home,662.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Baltimore Care Limited,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,645.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Duffryn Ffrwd Manor Limited,549.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,E & E Homes Limited T/A Cliffhaven Residential Home,503.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,925,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Hebron Hall Limited,574,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,June Zehetmayr t/a Tower Hill Residential Home,528.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Lakeside Homes Limited T/A Lakeside House,518.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,500.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,MHA Care Group t/a Morel Court,531.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,599.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,552.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,574.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,590.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,572.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,576.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,514.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,512.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,614.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,559.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,589.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Northcote Developments Limited,513.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Northcote Developments Limited,508.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Northcote Developments Limited,515.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Oakville Care Limited t/a Romilly Nursing Home,900,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,563.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,575.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,1478.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,509.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,642.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,504.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Waverley Care Centre Limited,500.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Waverley Care Centre Limited,585.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Waverley Care Centre Limited,533.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,215489,Waverley Care Centre Limited,596.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Accomplish Group Limited t/a Cedar House,1380.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Amethyst Healthcare Limited t/a Hillstone House,1770.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Care 4 U (Neath) Limited,1754.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Leonard Cheshire Disability,970.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Middlepatch Limited T/A College Fields Nursing Home,618.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Pontcanna Care Limited T/A Ty Llandaff Care Home,795.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,572.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Valebrook Care Homes Limited,1851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Voyage 1 Limited t/a Brook Lodge,22429.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Accomplish Group Limited,1821.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Accomplish Group Limited,2146.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Accomplish Group Limited t/a Cedar House,1582.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1680.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1462.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Glasallt Fawr Camphill Centre,995.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Glasallt Fawr Camphill Centre,1544.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited T/A Oaklands,1030.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1576.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1365.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Vale Phoenix Limited,1079.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Vale Phoenix Limited,1116.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1654.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1999.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1420.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1767.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1861.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,217909,Valebrook Care Homes Limited,1390.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Adriana Limited T/A The Priory Nursing Home,536,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Hafod Care Association Limited,619.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Isman & Kinze Nessa T/A Haven House,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,J and P Residential Homes Limited T/A Monkstone House,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Northcote Developments Limited,559,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218321,Waverley Care Centre Limited,909.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218416,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,9071.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Apr-18,218419,Anwen Care Limited t/a Anwen Care Home,664,Revenue
