Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,574.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,590.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,572.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,576.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,514.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,512.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,614.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,559.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Middlepatch Limited T/A College Fields Nursing Home,589.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Northcote Developments Limited,513.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Northcote Developments Limited,508.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Northcote Developments Limited,515.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Oakville Care Limited t/a Romilly Nursing Home,900,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,563.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,575.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,509.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,1400.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,642.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,The Manor House St Hilary Limited T/A Milsom House,504.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Waverley Care Centre Limited,500.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Waverley Care Centre Limited,585.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Waverley Care Centre Limited,533.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Waverley Care Centre Limited,596.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,527.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,824.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,690.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,668.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,603.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,727.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,698.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,726.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,566.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,651.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,690.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,742.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,215489,Willowmere Home Care Agency Limited,765.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Accomplish Group Limited t/a Cedar House,1380.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Amethyst Healthcare Limited t/a Hillstone House,1770.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Care 4 U (Neath) Limited,1754.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Leonard Cheshire Disability,970.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Middlepatch Limited T/A College Fields Nursing Home,618.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Pontcanna Care Limited T/A Ty Llandaff Care Home,795.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,572.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Valebrook Care Homes Limited,1851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Voyage 1 Limited t/a Brook Lodge,2528.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Accomplish Group Limited,1821.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Accomplish Group Limited,2146.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Accomplish Group Limited t/a Cedar House,1582.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1680.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1462.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Glasallt Fawr Camphill Centre,995.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Glasallt Fawr Camphill Centre,1544.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited T/A Oaklands,1030.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1576.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,The Cedars Care Services Limited t/a The Cedars,1365.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Vale Phoenix Limited,1079.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Vale Phoenix Limited,1116.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1654.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1999.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1420.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1767.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1861.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Valebrook Care Homes Limited,1390.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Adriana Limited T/A The Priory Nursing Home,536,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Hafod Care Association Limited,619.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Isman & Kinze Nessa T/A Haven House,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,J and P Residential Homes Limited T/A Monkstone House,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Northcote Developments Limited,559,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218321,Waverley Care Centre Limited,909.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Anwen Care Limited t/a Anwen Care Home,664,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Baltimore Care Limited,4342.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Baltimore Care Limited,527.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Barchester Healthcare Homes Limited T/A Bushey House Beaumont,1400,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,696.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,503.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,David Austin t/a Silverdale,663.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,503.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.2,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Forge Care Homes Limited t/a The Forge Care Centre,699.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,618,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,June Zehetmayr t/a Tower Hill Residential Home,508.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,533.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,618,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Waverley Care Centre Limited,629.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Waverley Care Centre Limited,574,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Waverley Care Centre Limited,576.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Waverley Care Centre Limited,672.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,218419,Waverley Care Centre Limited,514.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Susan Heffernan T/A Baruc Guest House,656.2,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,18-Apr-18,217909,Susan Heffernan T/A Baruc Guest House,980,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Annwyl Limited t/a Bluebird Care,761.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Annwyl Limited t/a Bluebird Care,746.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Annwyl Limited t/a Bluebird Care,835.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Annwyl Limited t/a Bluebird Care,684.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,823.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,820.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,555.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,728.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,615.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,690.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,791.43,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,655.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,892.63,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,820.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,517.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Cherish Cymru Limited,713.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Cherish Cymru Limited,664.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Cherish Cymru Limited,572.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Cherish Cymru Limited,590.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Cherish Cymru Limited,587.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,GJ Care & Training Limited,600.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,GJ Care & Training Limited,613.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,GJ Care & Training Limited,608.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,216179,Annwyl Limited t/a Bluebird Care,720,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,217909,GJ Care & Training Limited,761.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218321,GJ Care & Training Limited,630.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Annwyl Limited t/a Bluebird Care,603.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Annwyl Limited t/a Bluebird Care,625.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Care In Wales Limited T/A Care in the Vale,943.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Care In Wales Limited T/A Care in the Vale,925.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Care In Wales Limited T/A Care in the Vale,769.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,218419,Parkrow Care Limited,625.72,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,101195,Dwr Cymru Cyf,1729.56,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,101195,Sprinkler Protection UK Limited,1047,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,101195,Sprinkler Protection UK Limited,705,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,102593,The Award Scheme Limited,515,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,201711,Thyssenkrupp Elevator UK Limited,625,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,217909,Valeplus (Cymru) & Valeplus Extra,1853.28,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,19-Apr-18,239015,Careworks Limited,18528.75,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,19-Apr-18,239291,Social Welfare Training Limited,570,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260115,Llamau Limited,27779.25,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260115,Llamau Limited,1058.2,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,19-Apr-18,319010,NTM - GB Limited,2085.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,19-Apr-18,325890,Urbis Schreder Limited,1871.36,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,19-Apr-18,333013,Ace Site Services (UK) Limited,1230,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,19-Apr-18,405100,L Mustoe Limited,1519.56,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF MISCELLANEOUS POLICY,19-Apr-18,479050,Gallagher Bassett International Limited,100000,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF MISCELLANEOUS POLICY,19-Apr-18,479050,Marsh Limited,-12229.01,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF MISCELLANEOUS POLICY,19-Apr-18,479050,Marsh Limited,13696.49,Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,19-Apr-18,812272,Schoolscapes Limited,5984,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,19-Apr-18,842170,Lodestone Consulting Engineers Limited,8100,Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,19-Apr-18,852515,TEC Property Services Limited,16170.88,Capital
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Apr-18,190011,Cardiff County Council,-8413.42,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,19-Apr-18,190011,Cardiff County Council,-4345.8,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,209151,Cardiff & Vale University Local Health Board,54670.24,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,101075,Nancy Evans,2901.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,647.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,738.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,523.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,527.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,636.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,644.83,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,570.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,604.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,651.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,215489,Willowmere Home Care Agency Limited,678.85,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,19-Apr-18,101195,Michael Norman t/a 1st Choice Cleaning Services,870,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260235,Walter Standen T/A Standens Contract Hire,1728,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260235,Walter Standen T/A Standens Contract Hire,1848,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260235,Walter Standen T/A Standens Contract Hire,608,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,19-Apr-18,260235,Walter Standen T/A Standens Contract Hire,897,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,19-Apr-18,319010,Ceri Williams t/a Mobile Tyre Services,1964.05,Revenue
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,19-Apr-18,319010,Jonathan Bailey t/a JB Hydraulics,3370,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,19-Apr-18,216181,Sight Cymru,2841.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,All Care (South Wales) Limited,636.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,All Care (South Wales) Limited,737.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,All Care (South Wales) Limited,815.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,Annwyl Limited t/a Bluebird Care,673.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,Annwyl Limited t/a Bluebird Care,655.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,Annwyl Limited t/a Bluebird Care,732.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,Annwyl Limited t/a Bluebird Care,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,20-Apr-18,215489,Care In Wales Limited T/A Care in the Vale,730.93,Revenue
